dien_tich,so_phong_ngu,so_phong_tam,quan_huyen,loai_bds,gia_tien
38.7,4,4,Quan 6,NhaO,5.716
41.2,4,3,Quan 5,CanHo,3.611
118.7,2,1,Quan 8,CanHo,6.417
237.6,4,4,Nha Be,NhaO,14.2
88.2,1,1,Quan 11,CanHo,5.929
91.4,1,1,Tan Phu,CanHo,3.64
38.0,6,5,Thu Duc,NhaO,3.788
114.5,1,1,Quan 11,CanHo,6.369
244.2,6,4,Quan 7,NhaO,33.8
89.6,3,3,Quan 7,CanHo,6.489
135.6,2,1,Binh Tan,CanHo,5.444
299.3,4,4,Thu Duc,NhaO,24.794
134.1,4,4,Quan 12,CanHo,4.654
198.2,6,5,Thu Duc,NhaO,18.08
55.8,4,2,Tan Phu,NhaO,5.445
92.5,2,1,Quan 3,CanHo,8.375
33.1,2,2,Binh Thanh,CanHo,2.75
151.0,3,3,Thu Duc,NhaO,13.14
154.7,3,1,Quan 6,NhaO,23.322
275.8,2,1,Quan 3,NhaO,57.636
99.4,2,2,Quan 3,CanHo,8.603
178.7,3,3,Quan 11,NhaO,26.624
84.0,3,1,Quan 4,NhaO,13.125
64.7,2,2,Quan 8,CanHo,4.03
44.3,1,1,Quan 11,CanHo,2.997
294.4,3,1,Thu Duc,NhaO,26.223
46.4,1,1,Quan 11,CanHo,2.628
124.7,1,1,Hoc Mon,CanHo,2.751
116.8,3,1,Binh Tan,NhaO,7.149
63.8,3,2,Quan 1,CanHo,8.911
104.8,3,2,Quan 1,CanHo,12.266
42.2,2,1,Quan 1,CanHo,4.752
71.0,3,3,Quan 12,CanHo,2.932
211.2,3,1,Quan 12,NhaO,14.692
137.6,4,2,Nha Be,NhaO,9.049
132.5,3,2,Quan 3,NhaO,29.68
39.0,1,1,Quan 10,CanHo,3.056
53.5,4,4,Quan 11,CanHo,3.676
188.4,6,6,Phu Nhuan,NhaO,44.931
119.4,2,2,Go Vap,CanHo,5.809
256.7,4,2,Nha Be,NhaO,17.265
93.1,3,2,Quan 12,CanHo,3.019
127.7,3,3,Phu Nhuan,CanHo,12.557
38.2,3,2,Thu Duc,CanHo,2.146
127.7,1,1,Quan 10,CanHo,9.113
96.5,1,1,Phu Nhuan,CanHo,8.056
256.1,3,1,Binh Tan,NhaO,16.129
127.7,4,2,Binh Thanh,NhaO,17.282
120.8,2,1,Binh Chanh,CanHo,3.155
274.6,4,4,Quan 1,NhaO,80.186
131.9,6,6,Phu Nhuan,NhaO,32.987
109.1,4,3,Binh Thanh,CanHo,10.819
113.9,3,1,Quan 1,NhaO,32.647
104.3,1,1,Quan 4,CanHo,6.623
43.3,1,1,Quan 6,CanHo,2.433
213.7,4,3,Phu Nhuan,NhaO,49.519
92.5,2,1,Quan 6,CanHo,5.591
53.1,4,2,Quan 10,NhaO,9.799
228.0,2,2,Nha Be,NhaO,14.115
119.9,2,1,Quan 1,NhaO,31.024
59.0,2,2,Hoc Mon,CanHo,1.25
270.2,4,4,Binh Thanh,NhaO,48.309
121.0,2,2,Go Vap,CanHo,6.033
97.8,2,1,Thu Duc,CanHo,5.089
62.7,2,2,Quan 12,CanHo,1.915
55.1,5,3,Phu Nhuan,NhaO,13.726
51.4,4,4,Go Vap,NhaO,5.163
105.1,1,1,Quan 11,CanHo,5.961
51.1,2,1,Thu Duc,CanHo,2.777
249.7,5,3,Quan 1,NhaO,76.128
65.4,4,3,Hoc Mon,NhaO,3.208
195.6,3,2,Hoc Mon,NhaO,9.124
247.1,4,2,Binh Thanh,NhaO,37.962
99.4,4,4,Quan 5,NhaO,21.527
102.6,1,1,Thu Duc,CanHo,5.355
151.9,3,2,Quan 5,NhaO,31.504
169.9,4,2,Quan 12,NhaO,11.4
50.2,3,2,Binh Tan,NhaO,3.125
253.1,4,2,Quan 6,NhaO,41.637
130.4,3,2,Binh Chanh,CanHo,3.85
44.2,2,1,Binh Chanh,CanHo,1.132
58.4,2,1,Quan 11,CanHo,3.736
130.3,1,1,Quan 12,CanHo,4.241
128.6,1,1,Go Vap,CanHo,5.235
134.2,2,2,Tan Phu,CanHo,5.779
90.6,4,3,Binh Chanh,NhaO,4.647
38.3,1,1,Thu Duc,CanHo,1.882
132.6,1,1,Quan 12,CanHo,4.466
49.0,3,2,Quan 6,CanHo,2.831
132.8,3,3,Nha Be,CanHo,5.079
102.4,3,3,Quan 8,CanHo,5.917
55.9,2,1,Quan 8,CanHo,3.12
130.2,6,4,Go Vap,NhaO,12.375
64.3,4,4,Quan 1,NhaO,19.968
171.9,3,2,Quan 6,NhaO,24.629
101.9,3,2,Tan Phu,NhaO,9.403
127.1,3,3,Thu Duc,NhaO,12.24
88.8,1,1,Quan 4,CanHo,6.184
124.4,1,1,Thu Duc,CanHo,5.87
98.7,5,4,Quan 11,NhaO,18.119
43.4,3,1,Tan Binh,NhaO,5.979
270.3,6,6,Quan 7,NhaO,48.053
83.2,2,2,Quan 4,CanHo,6.375
185.4,2,1,Go Vap,NhaO,17.458
104.4,2,1,Binh Chanh,CanHo,2.679
79.4,2,1,Tan Binh,CanHo,5.373
221.9,6,6,Hoc Mon,NhaO,13.512
85.4,2,2,Tan Phu,CanHo,3.826
76.5,1,1,Binh Tan,CanHo,2.598
107.7,4,3,Hoc Mon,CanHo,2.919
83.1,1,1,Hoc Mon,CanHo,1.889
58.1,3,3,Tan Phu,CanHo,2.616
50.8,4,2,Quan 12,NhaO,3.189
226.4,4,2,Quan 12,NhaO,15.877
88.8,4,4,Binh Chanh,CanHo,2.261
32.1,2,1,Quan 3,CanHo,3.333
115.0,4,4,Quan 5,CanHo,9.42
100.6,2,1,Go Vap,CanHo,5.349
87.9,3,3,Quan 7,CanHo,6.366
112.1,3,2,Quan 5,CanHo,8.579
82.1,2,2,Quan 5,CanHo,6.071
280.0,2,1,Binh Thanh,NhaO,34.954
58.8,2,2,Quan 5,CanHo,5.289
97.6,3,2,Tan Binh,CanHo,7.119
245.8,3,3,Quan 5,NhaO,44.921
37.2,3,1,Go Vap,NhaO,3.517
97.2,3,2,Binh Thanh,CanHo,9.178
113.3,1,1,Quan 12,CanHo,3.63
52.5,5,4,Go Vap,NhaO,5.361
166.2,3,2,Quan 7,NhaO,19.435
217.5,3,2,Quan 12,NhaO,13.986
93.1,2,2,Quan 7,CanHo,7.305
71.9,2,1,Go Vap,CanHo,3.272
129.3,4,3,Binh Chanh,CanHo,3.291
244.1,4,3,Quan 7,NhaO,30.365
239.7,6,5,Thu Duc,NhaO,26.438
134.2,1,1,Quan 3,CanHo,13.879
98.7,5,4,Binh Chanh,NhaO,5.625
116.2,1,1,Binh Chanh,CanHo,3.053
50.3,2,2,Tan Phu,CanHo,2.603
83.4,1,1,Quan 1,CanHo,9.603
42.5,1,1,Phu Nhuan,CanHo,3.346
64.0,1,1,Binh Tan,CanHo,2.333
61.8,4,4,Nha Be,CanHo,2.074
57.3,2,1,Thu Duc,NhaO,4.842
104.1,5,3,Nha Be,NhaO,6.837
32.7,1,1,Quan 8,CanHo,1.777
49.8,4,3,Hoc Mon,CanHo,1.378
129.2,3,1,Quan 11,NhaO,17.389
115.2,1,1,Binh Thanh,CanHo,7.922
84.7,2,1,Quan 4,CanHo,6.457
50.9,4,3,Quan 3,CanHo,5.094
48.8,2,1,Tan Phu,CanHo,2.064
47.2,2,1,Quan 8,CanHo,2.55
197.8,4,2,Go Vap,NhaO,21.294
225.1,3,1,Quan 1,NhaO,64.448
113.7,2,1,Quan 12,CanHo,3.933
102.7,3,3,Binh Chanh,CanHo,2.438
109.2,4,4,Tan Phu,CanHo,6.209
67.5,2,2,Quan 3,CanHo,6.576
36.2,6,4,Quan 1,NhaO,12.038
224.8,6,4,Quan 3,NhaO,53.654
102.4,2,1,Quan 6,CanHo,5.854
121.2,2,2,Quan 12,CanHo,3.855
44.1,1,1,Binh Tan,CanHo,1.598
91.0,2,2,Quan 4,CanHo,7.427
116.7,1,1,Quan 10,CanHo,8.468
71.7,4,4,Tan Phu,CanHo,4.035
125.2,3,2,Quan 3,CanHo,11.427
103.5,4,3,Binh Chanh,CanHo,2.66
135.5,3,2,Quan 11,CanHo,9.93
101.0,1,1,Binh Thanh,CanHo,7.768
36.1,1,1,Nha Be,CanHo,1.026
71.7,4,4,Quan 12,CanHo,2.854
89.5,4,4,Binh Chanh,NhaO,5.432
254.2,4,3,Quan 12,NhaO,19.66
57.0,1,1,Phu Nhuan,CanHo,4.299
67.9,3,2,Nha Be,CanHo,2.12
63.6,1,1,Go Vap,CanHo,2.786
76.4,2,2,Tan Binh,CanHo,4.391
39.3,4,3,Quan 11,CanHo,3.031
47.9,5,5,Nha Be,NhaO,3.832
87.2,3,2,Binh Tan,CanHo,3.033
263.2,3,3,Quan 12,NhaO,15.777
197.5,4,3,Quan 12,NhaO,15.308
67.2,4,3,Quan 7,NhaO,8.469
58.2,4,3,Quan 5,CanHo,5.421
59.0,1,1,Quan 3,CanHo,5.628
115.9,4,3,Quan 1,NhaO,39.499
48.7,3,2,Tan Phu,CanHo,2.461
269.3,4,4,Binh Chanh,NhaO,15.063
75.6,3,3,Quan 10,NhaO,16.013
42.6,2,1,Hoc Mon,CanHo,1.081
45.7,2,2,Go Vap,CanHo,2.164
195.5,4,4,Phu Nhuan,NhaO,44.604
190.3,4,4,Tan Binh,NhaO,24.169
185.2,4,2,Binh Chanh,NhaO,10.808
107.8,2,2,Quan 6,CanHo,7.36
269.9,6,5,Quan 1,NhaO,87.175
127.9,2,2,Quan 10,CanHo,11.132
227.0,2,1,Quan 5,NhaO,46.498
259.7,3,3,Binh Thanh,NhaO,39.735
240.7,4,4,Quan 5,NhaO,46.42
187.7,5,5,Quan 3,NhaO,53.38
62.6,1,1,Quan 11,CanHo,3.53
87.9,4,3,Binh Chanh,CanHo,2.22
89.7,3,2,Binh Thanh,NhaO,12.542
88.2,4,2,Quan 8,NhaO,10.208
108.7,4,3,Quan 1,CanHo,14.766
293.3,4,4,Binh Thanh,NhaO,47.577
117.3,6,4,Quan 5,NhaO,29.147
279.3,6,4,Quan 11,NhaO,53.004
166.2,3,1,Binh Tan,NhaO,11.766
234.6,6,6,Quan 5,NhaO,50.811
89.2,2,2,Quan 11,CanHo,6.444
221.3,4,2,Tan Binh,NhaO,32.615
112.4,2,2,Quan 7,CanHo,7.767
63.2,3,2,Quan 8,CanHo,3.45
104.2,4,3,Quan 8,NhaO,13.688
80.0,3,2,Quan 5,NhaO,14.031
166.7,5,4,Quan 10,NhaO,38.535
89.9,4,3,Quan 4,NhaO,16.31
101.5,6,5,Quan 7,NhaO,14.41
229.5,4,3,Quan 11,NhaO,34.75
138.4,2,1,Binh Tan,CanHo,5.359
296.1,2,1,Thu Duc,NhaO,22.194
247.7,6,6,Phu Nhuan,NhaO,63.128
261.3,3,3,Binh Thanh,NhaO,39.258
133.5,3,3,Binh Tan,CanHo,5.183
115.7,4,4,Quan 11,CanHo,9.476
192.4,4,4,Quan 12,NhaO,14.449
92.9,2,2,Quan 4,CanHo,7.057
49.0,3,2,Quan 1,CanHo,6.938
85.0,1,1,Go Vap,CanHo,3.649
132.5,3,1,Hoc Mon,NhaO,5.223
36.4,2,1,Go Vap,CanHo,1.57
63.8,2,2,Go Vap,CanHo,2.994
242.3,3,2,Go Vap,NhaO,20.026
74.5,3,2,Quan 8,CanHo,4.133
77.9,4,4,Quan 12,CanHo,3.197
223.6,4,2,Phu Nhuan,NhaO,48.925
237.6,6,5,Tan Binh,NhaO,39.586
56.8,2,2,Quan 1,CanHo,7.062
112.5,4,3,Quan 6,CanHo,8.637
88.3,4,3,Tan Binh,CanHo,6.617
265.4,2,1,Quan 5,NhaO,52.641
179.9,2,2,Quan 1,NhaO,55.83
96.2,3,2,Quan 8,NhaO,11.397
39.1,2,2,Go Vap,NhaO,3.627
260.1,3,2,Tan Phu,NhaO,23.712
94.1,2,1,Quan 1,CanHo,13.06
62.8,5,5,Quan 1,NhaO,19.958
40.9,6,4,Nha Be,NhaO,3.043
204.9,6,6,Binh Chanh,NhaO,13.151
109.6,3,3,Quan 5,NhaO,19.783
43.2,4,2,Quan 11,NhaO,6.288
67.0,1,1,Quan 11,CanHo,4.165
124.6,2,2,Quan 12,CanHo,4.029
60.2,2,2,Thu Duc,CanHo,3.131
111.4,2,2,Quan 7,CanHo,8.867
247.7,5,4,Hoc Mon,NhaO,13.845
144.5,2,1,Quan 10,NhaO,27.835
105.6,3,2,Tan Binh,NhaO,12.524
208.9,4,4,Tan Binh,NhaO,27.282
270.8,3,1,Binh Thanh,NhaO,34.958
283.1,6,4,Tan Phu,NhaO,26.221
109.6,5,3,Quan 11,NhaO,16.34
87.5,3,3,Binh Tan,CanHo,3.671
46.7,2,2,Quan 11,CanHo,3.407
87.2,2,2,Binh Thanh,CanHo,6.319
186.8,4,4,Binh Thanh,NhaO,30.374
138.7,3,2,Quan 11,CanHo,8.975
117.3,3,3,Quan 7,CanHo,9.83
136.1,1,1,Quan 3,CanHo,13.703
144.6,3,3,Binh Tan,NhaO,10.903
49.7,6,4,Tan Phu,NhaO,5.532
150.2,3,3,Quan 4,NhaO,24.617
126.3,3,1,Quan 11,NhaO,20.644
36.4,1,1,Nha Be,CanHo,1.114
44.2,4,3,Quan 7,NhaO,6.344
76.6,1,1,Quan 7,CanHo,4.68
83.0,3,2,Quan 10,NhaO,15.184
137.1,6,4,Quan 4,NhaO,25.709
57.8,2,1,Binh Chanh,CanHo,1.449
53.8,2,2,Quan 7,CanHo,3.36
40.3,2,2,Quan 10,CanHo,3.13
115.6,3,3,Quan 4,CanHo,8.84
259.1,4,4,Hoc Mon,NhaO,12.496
220.8,3,1,Quan 12,NhaO,14.704
106.1,3,3,Quan 1,CanHo,15.739
214.2,6,4,Go Vap,NhaO,24.145
137.5,3,3,Quan 11,CanHo,9.757
35.6,3,3,Tan Phu,CanHo,1.704
134.4,2,2,Go Vap,NhaO,10.562
136.3,4,3,Quan 12,CanHo,4.907
75.5,6,6,Quan 12,NhaO,5.726
167.5,4,2,Quan 11,NhaO,27.639
41.0,1,1,Nha Be,CanHo,1.193
157.4,6,4,Phu Nhuan,NhaO,39.649
128.4,2,2,Quan 5,CanHo,9.988
98.8,3,3,Quan 8,CanHo,6.31
74.4,5,5,Quan 4,NhaO,15.236
176.0,3,2,Quan 10,NhaO,36.567
119.0,3,3,Quan 4,CanHo,9.323
83.7,4,4,Quan 11,CanHo,5.848
293.5,3,3,Phu Nhuan,NhaO,66.337
109.4,4,2,Tan Binh,NhaO,13.571
104.6,5,5,Quan 3,NhaO,29.068
102.8,3,2,Quan 3,NhaO,23.257
120.8,4,4,Thu Duc,NhaO,12.648
37.9,2,2,Binh Chanh,CanHo,1.034
83.5,1,1,Quan 6,CanHo,4.385
193.7,2,1,Nha Be,NhaO,10.08
108.7,2,1,Tan Binh,CanHo,6.442
208.0,2,1,Quan 11,NhaO,28.482
111.4,1,1,Quan 11,CanHo,6.438
42.7,2,2,Go Vap,CanHo,2.066
39.5,1,1,Quan 3,CanHo,3.398
76.5,4,4,Quan 3,CanHo,8.529
58.4,1,1,Quan 11,CanHo,4.104
83.5,2,2,Quan 1,CanHo,11.245
54.8,4,2,Quan 11,NhaO,8.669
277.4,5,3,Quan 8,NhaO,33.494
151.4,3,1,Quan 12,NhaO,9.122
57.4,2,2,Nha Be,CanHo,1.837
44.3,2,2,Phu Nhuan,CanHo,4.422
124.3,2,2,Thu Duc,CanHo,7.045
87.4,3,1,Quan 3,NhaO,18.338
60.1,2,2,Quan 4,CanHo,4.667
49.6,3,2,Go Vap,CanHo,2.226
51.6,4,4,Quan 3,CanHo,5.225
88.9,3,2,Binh Tan,NhaO,5.884
62.5,3,2,Hoc Mon,CanHo,1.321
247.8,2,1,Quan 5,NhaO,51.498
36.1,3,2,Quan 12,CanHo,1.163
110.0,4,3,Quan 10,NhaO,21.179
254.4,5,4,Binh Chanh,NhaO,13.674
32.0,3,2,Binh Thanh,NhaO,4.784
90.4,1,1,Binh Thanh,CanHo,6.391
66.0,2,1,Phu Nhuan,CanHo,5.467
104.4,3,2,Quan 6,CanHo,6.425
37.9,1,1,Quan 10,CanHo,2.481
50.7,2,2,Quan 3,CanHo,4.422
82.9,1,1,Quan 8,CanHo,3.756
82.3,2,2,Quan 7,CanHo,5.963
199.6,6,4,Hoc Mon,NhaO,10.577
285.1,4,4,Binh Tan,NhaO,21.49
64.0,3,3,Hoc Mon,NhaO,3.331
179.7,4,2,Quan 10,NhaO,35.922
34.1,2,2,Phu Nhuan,CanHo,2.92
36.3,4,4,Quan 6,CanHo,2.851
82.9,1,1,Binh Tan,CanHo,2.518
50.6,2,2,Quan 10,CanHo,3.716
266.0,3,1,Hoc Mon,NhaO,10.683
70.3,2,1,Thu Duc,CanHo,3.319
132.7,1,1,Binh Tan,CanHo,4.535
94.5,3,3,Binh Chanh,CanHo,2.738
49.7,3,2,Tan Binh,CanHo,3.664
140.0,4,4,Binh Tan,NhaO,10.729
114.6,2,2,Quan 6,CanHo,6.622
139.7,2,1,Quan 1,CanHo,18.789
110.8,1,1,Go Vap,CanHo,5.176
166.7,6,5,Phu Nhuan,NhaO,40.369
97.9,3,1,Quan 3,NhaO,23.033
54.0,1,1,Nha Be,CanHo,1.663
35.3,2,1,Quan 8,CanHo,1.831
58.0,2,2,Hoc Mon,CanHo,1.454
93.8,1,1,Go Vap,CanHo,4.695
194.8,2,2,Hoc Mon,NhaO,9.269
213.7,5,4,Quan 5,NhaO,46.555
36.9,1,1,Go Vap,CanHo,1.575
129.8,2,2,Quan 7,CanHo,9.935
236.9,4,3,Quan 4,NhaO,46.796
219.4,6,6,Quan 8,NhaO,26.996
48.0,2,1,Quan 4,CanHo,3.814
96.0,3,2,Tan Phu,NhaO,7.957
61.7,1,1,Quan 10,CanHo,4.992
131.6,2,2,Quan 11,CanHo,8.771
62.5,2,1,Go Vap,CanHo,2.589
69.9,3,2,Quan 12,CanHo,2.66
245.1,6,5,Quan 11,NhaO,46.329
32.6,1,1,Quan 1,CanHo,4.118
130.0,3,2,Quan 6,NhaO,20.473
34.1,2,2,Tan Binh,CanHo,2.187
66.6,3,2,Quan 1,CanHo,9.149
218.3,5,4,Hoc Mon,NhaO,11.712
198.6,6,4,Quan 12,NhaO,16.839
174.6,4,4,Quan 12,NhaO,13.51
120.4,1,1,Quan 6,CanHo,7.058
111.7,1,1,Binh Thanh,CanHo,7.426
47.0,1,1,Tan Binh,CanHo,3.107
191.9,5,4,Hoc Mon,NhaO,8.598
84.1,2,1,Quan 6,CanHo,5.793
68.9,2,2,Hoc Mon,CanHo,1.755
35.4,4,4,Binh Thanh,NhaO,5.565
93.7,4,4,Phu Nhuan,NhaO,19.173
162.4,5,4,Binh Tan,NhaO,12.471
111.2,3,3,Phu Nhuan,CanHo,9.661
106.6,1,1,Quan 6,CanHo,6.478
57.3,3,2,Quan 5,CanHo,5.28
32.9,1,1,Quan 11,CanHo,1.922
130.7,4,3,Go Vap,NhaO,11.289
185.9,3,1,Nha Be,NhaO,12.584
146.3,2,2,Quan 7,NhaO,16.85
104.1,3,2,Nha Be,CanHo,3.748
152.3,4,3,Quan 6,NhaO,25.028
95.8,3,2,Quan 5,CanHo,9.268
60.8,3,2,Quan 11,NhaO,9.656
58.7,2,2,Binh Thanh,CanHo,5.312
295.0,3,3,Quan 1,NhaO,81.054
289.4,2,2,Tan Phu,NhaO,24.152
139.3,6,4,Quan 12,NhaO,9.519
186.3,3,3,Quan 3,NhaO,42.447
165.2,3,3,Tan Phu,NhaO,15.362
84.8,3,2,Thu Duc,CanHo,5.15
63.9,4,4,Nha Be,CanHo,2.156
56.0,1,1,Quan 5,CanHo,4.843
132.0,3,3,Binh Tan,CanHo,4.509
33.1,2,1,Tan Phu,CanHo,1.334
150.2,4,2,Phu Nhuan,NhaO,36.173
94.8,2,2,Phu Nhuan,CanHo,8.533
37.9,3,3,Thu Duc,NhaO,3.028
288.1,6,5,Quan 7,NhaO,47.033
36.6,2,1,Quan 12,CanHo,1.373
59.2,3,2,Quan 3,CanHo,6.559
96.7,2,1,Quan 10,CanHo,6.962
60.5,1,1,Quan 11,CanHo,3.493
229.9,3,2,Hoc Mon,NhaO,10.673
199.3,3,2,Tan Phu,NhaO,18.728
137.6,4,4,Quan 6,CanHo,10.12
171.8,3,3,Tan Binh,NhaO,24.859
107.5,2,2,Tan Binh,CanHo,7.032
119.9,2,1,Quan 8,CanHo,6.917
72.4,3,3,Phu Nhuan,CanHo,7.732
122.5,3,3,Quan 8,CanHo,7.719
100.3,2,2,Quan 10,CanHo,6.893
184.6,3,1,Hoc Mon,NhaO,8.144
210.6,6,5,Go Vap,NhaO,24.97
215.0,3,2,Binh Thanh,NhaO,35.642
255.7,4,4,Quan 7,NhaO,35.171
288.8,4,4,Go Vap,NhaO,32.293
114.5,6,6,Thu Duc,NhaO,13.245
239.2,4,3,Nha Be,NhaO,17.097
149.9,6,5,Quan 10,NhaO,29.588
107.8,2,1,Tan Phu,CanHo,5.048
71.3,5,5,Quan 8,NhaO,8.461
90.3,4,3,Binh Tan,CanHo,3.571
249.3,5,5,Quan 7,NhaO,37.266
137.3,2,2,Quan 12,CanHo,5.22
107.2,2,1,Quan 5,CanHo,8.054
97.8,2,2,Quan 6,CanHo,6.436
86.5,2,1,Go Vap,CanHo,3.646
216.0,4,3,Binh Thanh,NhaO,31.171
151.1,3,1,Quan 1,NhaO,47.303
88.6,1,1,Go Vap,CanHo,3.585
67.6,3,1,Go Vap,NhaO,6.453
87.2,1,1,Quan 7,CanHo,5.261
241.8,6,5,Quan 5,NhaO,62.057
286.2,4,3,Quan 10,NhaO,57.669
169.2,2,1,Quan 11,NhaO,23.707
288.8,6,5,Quan 8,NhaO,36.494
130.2,1,1,Tan Phu,CanHo,6.194
32.1,4,4,Binh Chanh,CanHo,0.864
123.0,4,4,Nha Be,NhaO,7.955
89.6,2,2,Binh Chanh,CanHo,2.06
84.7,4,2,Quan 12,NhaO,5.866
130.7,5,3,Binh Tan,NhaO,10.003
57.5,4,4,Quan 6,CanHo,4.394
44.5,5,4,Nha Be,NhaO,3.485
193.2,6,6,Hoc Mon,NhaO,9.756
255.1,3,3,Quan 10,NhaO,42.634
229.1,3,1,Quan 5,NhaO,48.439
47.1,3,2,Go Vap,CanHo,2.538
38.7,4,4,Binh Thanh,CanHo,3.495
73.4,4,4,Quan 4,CanHo,5.437
74.9,6,6,Quan 4,NhaO,15.903
229.3,3,2,Go Vap,NhaO,20.688
234.0,4,3,Quan 5,NhaO,49.167
124.0,3,3,Nha Be,NhaO,7.992
245.4,4,2,Tan Phu,NhaO,22.207
40.8,2,2,Quan 4,CanHo,3.299
55.6,3,1,Thu Duc,NhaO,4.11
154.1,5,4,Quan 1,NhaO,55.318
236.7,2,2,Quan 6,NhaO,31.465
64.5,2,2,Quan 4,CanHo,5.33
222.6,2,2,Quan 5,NhaO,44.55
160.1,4,4,Quan 1,NhaO,51.355
247.9,3,2,Quan 11,NhaO,42.207
46.8,4,3,Tan Binh,CanHo,3.338
64.4,6,4,Quan 7,NhaO,8.572
122.4,2,1,Quan 3,CanHo,12.782
108.3,3,3,Go Vap,CanHo,5.144
132.0,4,2,Quan 11,NhaO,20.23
118.8,2,1,Thu Duc,CanHo,5.636
99.0,4,4,Nha Be,NhaO,5.821
46.9,4,3,Binh Chanh,CanHo,1.378
82.7,3,2,Quan 4,NhaO,13.59
278.9,6,5,Tan Phu,NhaO,26.67
261.2,4,4,Tan Binh,NhaO,36.328
240.4,6,5,Quan 12,NhaO,19.305
82.1,3,3,Quan 6,NhaO,11.571
75.1,2,2,Binh Chanh,CanHo,1.888
56.3,2,1,Quan 4,CanHo,3.812
64.1,2,2,Quan 1,CanHo,8.705
127.6,2,1,Go Vap,NhaO,12.063
101.6,1,1,Phu Nhuan,CanHo,9.345
125.9,2,2,Quan 10,CanHo,8.868
132.1,3,3,Binh Tan,CanHo,4.667
258.2,5,4,Quan 10,NhaO,57.607
281.9,3,1,Thu Duc,NhaO,25.115
163.9,2,2,Quan 5,NhaO,29.586
108.0,1,1,Binh Thanh,CanHo,8.344
189.1,5,4,Binh Tan,NhaO,13.532
108.8,2,2,Quan 5,CanHo,9.939
38.7,3,3,Quan 8,NhaO,4.74
201.9,4,4,Quan 7,NhaO,31.726
78.0,2,1,Quan 12,CanHo,2.866
67.2,2,1,Quan 5,CanHo,5.366
83.3,5,5,Nha Be,NhaO,5.741
102.9,2,1,Quan 3,CanHo,10.304
108.8,4,4,Quan 6,CanHo,8.636
145.9,5,3,Quan 6,NhaO,23.743
57.7,3,2,Quan 5,CanHo,5.167
125.8,2,1,Binh Tan,NhaO,8.035
290.2,4,4,Quan 12,NhaO,19.657
85.7,3,2,Thu Duc,NhaO,8.303
83.4,5,4,Quan 6,NhaO,13.704
288.8,3,1,Quan 8,NhaO,32.907
48.3,3,2,Tan Phu,CanHo,2.454
96.5,4,4,Quan 6,CanHo,6.194
47.1,3,1,Quan 10,NhaO,9.001
75.4,2,2,Quan 7,CanHo,5.108
296.5,6,6,Quan 5,NhaO,66.049
192.3,6,5,Quan 10,NhaO,46.577
173.8,6,4,Quan 6,NhaO,29.94
246.7,4,3,Binh Chanh,NhaO,13.773
30.6,2,2,Quan 7,NhaO,3.592
40.6,2,1,Quan 6,NhaO,5.985
55.7,1,1,Quan 7,CanHo,3.294
255.5,2,1,Binh Chanh,NhaO,13.431
259.7,5,4,Quan 12,NhaO,20.04
41.4,4,3,Thu Duc,CanHo,2.408
117.1,5,5,Thu Duc,NhaO,11.272
120.9,1,1,Quan 5,CanHo,10.06
57.4,6,5,Go Vap,NhaO,6.105
84.8,2,2,Thu Duc,CanHo,4.234
248.2,3,2,Thu Duc,NhaO,20.656
48.5,4,4,Go Vap,CanHo,2.871
58.6,4,3,Quan 5,CanHo,4.885
156.8,4,2,Tan Binh,NhaO,23.59
54.3,6,5,Thu Duc,NhaO,5.871
36.3,1,1,Quan 8,CanHo,2.078
75.1,3,2,Quan 8,CanHo,3.796
64.5,3,3,Quan 6,CanHo,4.055
97.4,5,5,Tan Binh,NhaO,13.902
132.5,3,2,Quan 8,CanHo,7.951
198.7,6,4,Nha Be,NhaO,15.978
121.6,2,2,Quan 12,CanHo,4.051
49.5,2,2,Tan Binh,CanHo,2.953
218.3,4,2,Quan 3,NhaO,47.801
67.1,1,1,Quan 3,CanHo,5.914
157.1,2,1,Quan 3,NhaO,31.225
62.0,2,2,Quan 7,CanHo,4.757
84.8,1,1,Binh Chanh,CanHo,1.797
72.8,2,1,Quan 12,NhaO,4.017
102.4,2,1,Quan 7,CanHo,6.489
287.3,6,4,Binh Tan,NhaO,24.099
128.2,1,1,Quan 10,CanHo,8.632
99.9,1,1,Quan 5,CanHo,7.872
139.1,3,2,Thu Duc,CanHo,7.667
189.0,5,5,Thu Duc,NhaO,18.027
266.8,6,4,Quan 3,NhaO,62.789
92.1,3,2,Quan 12,CanHo,3.342
46.8,1,1,Quan 6,CanHo,2.448
129.1,2,1,Go Vap,CanHo,6.114
59.5,3,2,Quan 1,CanHo,7.201
276.9,6,5,Hoc Mon,NhaO,15.797
98.1,3,3,Thu Duc,CanHo,5.108
63.1,2,1,Quan 3,NhaO,12.515
207.3,4,3,Quan 7,NhaO,30.652
36.5,4,3,Quan 11,CanHo,2.925
242.3,5,5,Quan 5,NhaO,49.582
121.5,4,3,Binh Chanh,CanHo,3.137
120.3,3,1,Binh Tan,NhaO,8.145
113.4,2,2,Quan 1,CanHo,15.25
132.0,3,3,Quan 1,CanHo,16.227
121.5,2,1,Quan 7,CanHo,9.49
107.9,3,2,Phu Nhuan,CanHo,11.151
32.2,4,4,Quan 6,NhaO,5.318
93.3,4,2,Hoc Mon,NhaO,4.283
129.9,1,1,Binh Thanh,CanHo,9.605
207.6,2,2,Tan Phu,NhaO,17.786
